Object Name,Form ID,Editor ID,Category
"Strange Shipwreck, Cabin",01480375,StrangeSShipwreckVSCabin,CELL
"Strange Shipwreck, Lower Level",01480376,StrangeSShipwreckVSLowerSLevel,CELL
"Strange Shipwreck, Upper Level",01480377,StrangeSShipwreckVSUpperSLevel,CELL
Subdun,01480378,Subdun,CELL
"Subdun, Shrine",01480379,SubdunVSShrine,CELL
Sud,0148037A,Sud,CELL
Sudanit Mine,0148037B,SudanitSMine,CELL
Sulipund,0148037C,Sulipund,CELL
Summitmist Manor,00027D53,SkingradSummitmistManor,CELL
Summitmist Manor Basement,00028D99,SkingradSummitmistManorBasement,CELL
Summitmist Manor Living Quarters,0002A414,SkingradSummitmistManorLivingQuarters,CELL
Sump of Misery,00036423,OblivionMqKvatchCave,CELL
Sunken Sewers,0000ABB2,ImperialSewersElvenGardens02,CELL
Sur Egg Mine,0148037D,SurSEggSMine,CELL
Suran,0148001E,Suran,CELL
"Suran, Desele's House of Earthly Delights",0148037E,SuranVSDeseleAsSHouseSofSEarthlySDelights,CELL
"Suran, Garothmuk gro-Muzgub: Smith",0148037F,SuranVSGarothmukSgroTMuzgubXSSmith,CELL
"Suran, Goldyn Belaram: Pawnbroker",01480380,SuranVSGoldynSBelaramXSPawnbroker,CELL
"Suran, Guard Tower",01480381,SuranVSGuardSTower,CELL
"Suran, Ibarnadad Assirnarari: Apothecary",01480382,SuranVSIbarnadadSAssirnarariXSApothecary,CELL
"Suran, Oran Manor",01480383,SuranVSOranSManor,CELL
"Suran, Ralds Oril: Trader",01480384,SuranVSRaldsSOrilXSTrader,CELL
"Suran, Ranosa Gilvayn: Outfitter",01480385,SuranVSRanosaSGilvaynXSOutfitter,CELL
"Suran, Suran Slave Market",01480386,SuranVSSuranSSlaveSMarket,CELL
"Suran, Suran Temple",01480387,SuranVSSuranSTemple,CELL
"Suran, Suran Tradehouse",01480388,SuranVSSuranSTradehouse,CELL
"Suran, Verara Rendo: Clothier",01480389,SuranVSVeraraSRendoXSClothier,CELL
Surilie Brothers' Basement,0002BA7F,SkingradSurilieBrothersBasement,CELL
Surilie Brothers' House,00027D49,SkingradSurilieBrothersHouse,CELL
Surirulk,0148038A,Surirulk,CELL
Surius Afranius'  Private Quarters,0004EDA7,ICTempleDistrictSuriusAfraniusHouseUpstairs,CELL
Surius Afranius' Basement,0004D850,ICTempleDistrictSuriusAfraniusBasement,CELL
Surius Afranius' House,0002C184,ICTempleDistrictSuriusAfraniusHouse,CELL
Swampgas Burrows,00010A70,XPSwampgasHole02,CELL
Swampgas Chasm,00010A6E,XPSwampgasHole01,CELL
Swampgas Depths,00010A68,XPSwampgasHole03,CELL
Swampy Cave,0000BE59,SwampyCave,CELL
Swampy Cave Dry Rock Run,0004CFAF,SwampyCave02,CELL
Tall-Trees-Falling's House,000158C0,SEHaleTallTreesFalling,CELL
Talos Plaza Sewers,00096AC3,ImperialSewerSystemTalosPlaza,CELL
Talwinque,0001D78B,Talwinque,CELL
Talwinque Aransel,0001D789,Talwinque03,CELL
Talwinque Ceysel,0001D78A,Talwinque02,CELL
Tamika's Basement,0002E9A2,SkingradTamikasBasement,CELL
Tamika's House,00027D47,SkingradTamikasHouse,CELL
Tel Aruhn,01480004,TelSAruhn,CELL
"Tel Aruhn, Aryne Telnim: Smith",0148038B,TelSAruhnVSAryneSTelnimXSSmith,CELL
"Tel Aruhn, Bildren Areleth: Apothecary",0148038C,TelSAruhnVSBildrenSArelethXSApothecary,CELL
"Tel Aruhn, Ferele Athram: Trader",0148038D,TelSAruhnVSFereleSAthramXSTrader,CELL
"Tel Aruhn, Maren Uvaren: Enchanter",0148038E,TelSAruhnVSMarenSUvarenXSEnchanter,CELL
"Tel Aruhn, Plot and Plaster",0148038F,TelSAruhnVSPlotSandSPlaster,CELL
"Tel Aruhn, Tower Entry",01480390,TelSAruhnVSTowerSEntry,CELL
"Tel Aruhn, Tower Living Quarters",01480391,TelSAruhnVSTowerSLivingSQuarters,CELL
"Tel Aruhn, Underground",01480392,TelSAruhnVSUnderground,CELL
"Tel Aruhn, Upper Tower",01480393,TelSAruhnVSUpperSTower,CELL
Tel Branora,01480006,TelSBranora,CELL
"Tel Branora, Ervyna Hlervu's Shack",01480394,TelSBranoraVSErvynaSHlervuAsSShack,CELL
"Tel Branora, Evos Goran's House",01480395,TelSBranoraVSEvosSGoranAsSHouse,CELL
"Tel Branora, Fadase Selvayn: Trader",01480396,TelSBranoraVSFadaseSSelvaynXSTrader,CELL
"Tel Branora, Fedar Davus's House",01480397,TelSBranoraVSFedarSDavusAsSHouse,CELL
"Tel Branora, Galen Berer: Armorer",01480398,TelSBranoraVSGalenSBererXSArmorer,CELL
"Tel Branora, Giron Manas's Shack",01480399,TelSBranoraVSGironSManasAsSShack,CELL
"Tel Branora, Lower Tower",0148039A,TelSBranoraVSLowerSTower,CELL
"Tel Branora, Manos Vavyn's House",0148039B,TelSBranoraVSManosSVavynAsSHouse,CELL
"Tel Branora, Seryne Relas's House",0148039C,TelSBranoraVSSeryneSRelasAsSHouse,CELL
"Tel Branora, Sethan's Tradehouse",0148039D,TelSBranoraVSSethanAsSTradehouse,CELL
"Tel Branora, Tower Dungeon",0148039E,TelSBranoraVSTowerSDungeon,CELL
"Tel Branora, Tower Guardpost",0148039F,TelSBranoraVSTowerSGuardpost,CELL
"Tel Branora, Upper Tower",014803A0,TelSBranoraVSUpperSTower,CELL
"Tel Branora, Upper Tower: Therana's Chamber",014803A1,TelSBranoraVSUpperSTowerXSTheranaAsSChamber,CELL
Tel Fyr,01480005,TelSFyr,CELL
Tel Mora,01480008,TelSMora,CELL
"Tel Mora, Berwen: Trader",014803A2,TelSMoraVSBerwenXSTrader,CELL
"Tel Mora, Elegnan: Clothier",014803A3,TelSMoraVSElegnanXSClothier,CELL
"Tel Mora, Jolda: Apothecary",014803A4,TelSMoraVSJoldaXSApothecary,CELL
"Tel Mora, Kirsty's House",014803A5,TelSMoraVSKirstyAsSHouse,CELL
"Tel Mora, Liette's House",014803A6,TelSMoraVSLietteAsSHouse,CELL
"Tel Mora, Lower Tower",014803A7,TelSMoraVSLowerSTower,CELL
"Tel Mora, Nona's House",014803A8,TelSMoraVSNonaAsSHouse,CELL
"Tel Mora, Radras: Smith",014803A9,TelSMoraVSRadrasXSSmith,CELL
"Tel Mora, The Covenant",014803AA,TelSMoraVSTheSCovenant,CELL
"Tel Mora, Tower Services",014803AB,TelSMoraVSTowerSServices,CELL
"Tel Mora, Upper Tower",014803AC,TelSMoraVSUpperSTower,CELL
"Tel Uvirith, Arelas' House",014803AD,TelSUvirithVSArelasASHouse,CELL
"Tel Uvirith, Menas' House",014803AE,TelSUvirithVSMenasASHouse,CELL
"Tel Uvirith, Omavel's House",014803AF,TelSUvirithVSOmavelAsSHouse,CELL
"Tel Uvirith, Seleth's House",014803B0,TelSUvirithVSSelethAsSHouse,CELL
"Tel Uvirith, Tower Dungeon",014803B1,TelSUvirithVSTowerSDungeon,CELL
"Tel Uvirith, Tower Lower",014803B2,TelSUvirithVSTowerSLower,CELL
"Tel Uvirith, Tower Upper",014803B3,TelSUvirithVSTowerSUpper,CELL
Tel Vos,01480011,TelSVos,CELL
"Tel Vos, Aryon's Chambers",014803B4,TelSVosVSAryonAsSChambers,CELL
"Tel Vos, Barracks and Armory",014803B5,TelSVosVSBarracksSandSArmory,CELL
"Tel Vos, Central Tower",014803B6,TelSVosVSCentralSTower,CELL
"Tel Vos, Dungeon",014803B7,TelSVosVSDungeon,CELL
"Tel Vos, Jail",014803B8,TelSVosVSJail,CELL
"Tel Vos, Northeastern Tower",014803B9,TelSVosVSNortheasternSTower,CELL
"Tel Vos, Services Tower",014803BA,TelSVosVSServicesSTower,CELL
"Tel Vos, Southern Tower",014803BB,TelSVosVSSouthernSTower,CELL
Telasero,01480016,Telasero,CELL
"Telasero, Lower Level",014803BC,TelaseroVSLowerSLevel,CELL
"Telasero, Propylon Chamber",014803BD,TelaseroVSPropylonSChamber,CELL
"Telasero, Upper Level",014803BE,TelaseroVSUpperSLevel,CELL
Telepe,00016637,Telepe,CELL
Telvayn Ancestral Tomb,014803BF,TelvaynSAncestralSTomb,CELL
temp interior mockup,000281E2,TESTtempinterior,CELL
Temple Armory,00000ADC,CloudRulerTempleArmory,CELL
Temple of the Ancestor Moths,000313AF,TempleOfTheAncestorMothMonastery,CELL
Tent,0002A2B9,KvatchTent01,CELL
Tent,0002556E,KvatchTent02,CELL
Tertius Favonius' Basement,00047C98,ICElvenGardensTertiusFavoniusHouseBasement,CELL
Tertius Favonius' House,0002C1B9,ICElvenGardensTertiusFavoniusHouse,CELL
Tertius Favonius' Private Quarters,00047C9B,ICElvenGardensTertiusFavoniusHouseUpstairs,CELL
Test Cell of Endless Suffering,00040520,XPTestMikeR,CELL
Test Faces Here,0003FA94,TestFaces,CELL
Test for Oblivion Lifts,00085FC1,TestOblivionLift,CELL
Test of Castle Interior Pieces,0002806C,TestCastleInterior,CELL
Test of Courage,000704CF,DreamofCourage,CELL
Test of Patience,000704CE,DreamofPatience,CELL
Test of Perception,000704D3,DreamofPerception,CELL
TesterHouseBrumaMid,00018093,TestBrumaHouseMid,CELL
TesterHouseBrumaMid,0001B836,TestBrumaHouseMid02,CELL
Tester's Graveyard,01006037,FBMWTheGravesoftheTesters,CELL
TestGuy,0001C611,TestGuy,CELL
TestKenHole,000297A6,TestKenHole,CELL
Thaedil's House,00012305,SENSThaedilsHouse,CELL
Thalas Ancestral Tomb,014803C0,ThalasSAncestralSTomb,CELL
Thamriel's Basement,0003CEDE,ICTalosPlazaThamrielsHouseBasement,CELL
Thamriel's House,0002C1A5,ICTalosPlazaThamrielsHouse,CELL
Thamriel's Private Quarters,0003AD13,ICTalosPlazaThamrielsHouseUpstairs,CELL
Tharys Ancestral Tomb,014803C1,TharysSAncestralSTomb,CELL
The All-Saints Inn,0002C196,ICTempleDistrictTheAllSaintsInn,CELL
The All-Saints Inn Lodging,0004D85B,ICTempleDistrictTheAllSaintsInnBasement,CELL
The Anguish Keep,0004D600,OblivionRD004CitadelRight,CELL
The Anguish Shrine,0004D5FD,OblivionRD004CitadelRightLord,CELL
The Archer's Paradox,0002FF52,BravilTheArcherParadox,CELL
The Bastion,0002C17C,ICImperialLegionHQTheBastion,CELL
The Bastion Tower,0008521E,ICImperialLegionHQTheBastionTower,CELL
The Beast's Maw,000149A9,TheBeastsMaw,CELL
The Beast's Maw Caverns,00058A51,TheBeastsMaw02,CELL
The Best Defense,0002C160,ICMarketDistrictTheBestDefense,CELL
The Best Defense Basement,00049E2A,ICMarketDistrictTheBestDefenseBasement,CELL
The Best Defense Private Quarters,0004B951,ICMarketDistrictTheBestDefenseUpstairs,CELL
The Bloated Float Inn Deck,0003483E,ICWaterfrontTheBloatedFloatBelowDeck,CELL
The Bloated Float Private Room,00082EB3,ICWaterfrontTheBloatedFloatLoadRoom,CELL
The Bloated Float Tavern Deck,0000C1F3,ICWaterfrontTheBloatedFloat,CELL
The Blood Feast,0001D0C8,OblivionMqKvatchCitadel,CELL
The Blood Feast,000C50EA,TestTimFireColumn,CELL
The Bowels,0003B59E,MS13OblivionCave01,CELL
The Bowels,0003B59D,MS13OblivionCave02,CELL
The Brooding Fortress,00047AEF,OblivionRD004CitadelMain,CELL
The Caverns of The Moth,00092B53,TempleMothCatacombs03,CELL
The Chaos Stronghold,000230EF,MS13OblivionCitadel,CELL
The Choosy Beggar,00012327,SENSTheChoosyBeggar,CELL
The Claw Monolith,0004E4E0,OblivionRDCitadel03,CELL
The Copious Coinpurse,0002C16B,ICMarketDistrictTheCopiousCoinpurse,CELL
The Copious Coinpurse Basement,00049E2F,ICMarketDistrictTheCopiousCoinpurseBasement,CELL
The Copious Coinpurse Private Quarters,0004B954,ICMarketDistrictTheCopiousCoinpurseUpstairs,CELL
The Count's Arms,000308D1,AnvilTheCountsArms,CELL
The Counts Arms Private Rooms,000560A4,AnvilTheCountsArmsPrivateRooms,CELL
The Dividing Line,00030538,LeyawiinTheDividingLine,CELL
The Dreaded Refuge,0003E511,OblivionRDCitadel02,CELL
The Drunken Dragon Inn,00030FCD,TheDrunkenDragonInn,CELL
The Elven Garden Sewers,0000ABB3,ImperialSewersElvenGardens01,CELL
The Embers of Hatred,000CD336,OblivionRD002CitadelLava,CELL
The Fair Deal,0002FF54,BravilTheFairDeal,CELL
The Feed Bag,0002C168,ICMarketDistrictTheFeedBag,CELL
The Feed Bag Basement,00049AEE,ICMarketDistrictTheFeedBagBasement,CELL
The Feed Bag Private Quarters,00049AED,ICMarketDistrictTheFeedBagUpstairs,CELL
The Flesh Spire,00051890,OblivionRDCitadel01,CELL
The Flooded Grotto,00037E8F,ParadiseGrotto01,CELL
The Flowing Bowl,000308D2,AnvilTheFlowingBowl,CELL
The Foaming Flask,0002C1A3,ICTalosPlazaTheFoamingFlask,CELL
The Foaming Flask Basement,0003CEE6,ICTalosPlazaTheFoamingFlaskBasement,CELL
The Foaming Flask Lodgings,0003AD14,ICTalosPlazaTheFoamingFlaskUpstairs,CELL
The Fo'c's'le,000308C9,AnvilTheFocsle,CELL
The Fo'c's'le Private Rooms,000308CA,AnvilTheFocslePrivateRooms,CELL
The Forbidden Grotto,0003AF13,ParadiseGrotto02,CELL
The Forbidden Grotto,0003AF12,ParadiseGrotto03,CELL
The Forbidden Grotto,0003AF11,ParadiseGrotto04OLD,CELL
The Fountainhead,00010A60,XPGloomstonePassage01,CELL
"The Fountainhead, Nursery of Delerium",000793A6,TestJbrowneXPGloomstone04,CELL
"The Fountainhead, Nursery of Delerium",00010A51,XPGloomstonePassage04,CELL
"The Fountainhead, Pool of Dementia",00016CF6,XPGloomstonePassage03,CELL
"The Fountainhead, Pool of Mania",000136FA,XPGloomstonePassage02,CELL
The Fume Vaults,00014D5E,OblivionRD002LavaCave,CELL
The Fume Vaults,0005203C,OblivionRDCavesMiddleA02,CELL
The Fume Vaults,000A3C5C,OblivionRDCavesMiddleA04,CELL
The Fume Vaults,000A5792,OblivionRDCavesMiddleA06,CELL
The Fury Spike,0005619B,MQ10BrumaCitadel,CELL
The Gilded Carafe,0002C161,ICMarketDistrictTheGildedCarafe,CELL
The Gilded Carafe Basement,0004873C,ICMarketDistrictTheGildedCarafeBasement,CELL
The Gilded Carafe Private Quarters,0004873B,ICMarketDistrictTheGildedCarafeUpstairs,CELL
The Gore Steeple,0004C9C0,OblivionRDCitadel05,CELL
The Great Chapel of Arkay,00030427,CheydinhalChapelOfArkay,CELL
The Great Chapel of Julianos,00027D5A,SkingradChapelofJulianos,CELL
The Great Chapel of Zenithar,00030537,LeyawiinChapelOfZenithar,CELL
The Great Hall,00035FC5,BrumaCastleGreatHall,CELL
The Grey Mare,00000804,ChorrolTheGreyMare,CELL
The Hate Tunnels,00051893,OblivionRDCavesStart01,CELL
The Hate Tunnels,0009A99C,OblivionRDCavesStart03,CELL
The Hate Tunnels,00099D8E,OblivionRDCavesStart05,CELL
The Hate Tunnels,00099D8C,OblivionRDCavesStart07,CELL
The Howling Halls,00010347,XPHowlingHalls04,CELL
The Howling Halls,0001034B,XPHowlingHalls05,CELL
The Hunter's Abyss,0004EB4D,HuntersRun02,CELL
The Hunter's Run,00015E44,HuntersRun01,CELL
The King and Queen Tavern,0002C1C5,ICElvenGardensTheKingandQueenTavern,CELL
The King and Queen Tavern Basement,00047C9D,ICElvenGardensTheKingandQueenTavernBasement,CELL
The King and Queen Tavern Rooms,00047C97,ICElvenGardensTheKingandQueenTavernRooms,CELL
The Lonely Suitor Lodge,0002D245,BravilLonelySuitorLodge,CELL
The Lost Catacombs,0009DEF1,ImperialSewerSystemTG11b,CELL
The Lust Keep,00042688,OblivionRDCitadel04,CELL
The Main Ingredient,0002C16F,ICMarketDistrictTheMainIngredient,CELL
The Main Ingredient Basement,00049E2E,ICMarketDistrictTheMainIngredientBasement,CELL
The Main Ingredient Private Quarters,0004B955,ICMarketDistrictTheMainIngredientUpstairs,CELL
The March Rider,00030428,CheydinhalTheMarchRider,CELL
The Market Sewers,00096AC5,ImperialSewerSystemMarketDistrict,CELL
The Merchants Inn,0002C171,ICMarketDistrictTheMerchantsInn,CELL
The Merchants Inn Basement,00049034,ICMarketDistrictTheMerchantsInnBasement,CELL
The Merchants Inn Rooms,00049032,ICMarketDistrictTheMerchantsInnUpstairs,CELL
The Missing Pauldron,0001231D,SENSTheMissingPauldron,CELL
The Missing Pauldron Upstairs,0001231C,SENSTheMissingPauldronUpstairs,CELL
The Molten Halls,0004D379,OblivionRD003CavesA,CELL
The North Tunnel,00096229,ImperialSewerSystemN01,CELL
The North Tunnel,0009622B,ImperialSewerSystemN02,CELL
The Oak and Crosier,00000D77,ChorrolTheOakandCrosierTavern,CELL
The Oak and Crosier Cellar,0001C9B9,ChorrolTheOakandCrosierCelllar,CELL
The Old Way,0009DEF2,ImperialSewerSystemTG11a,CELL
The Old Way,0000C8DB,ImperialSewerSystemTG11a2,CELL
The Palace Sewers,00096AC2,ImperialSewerSystemImperialPalace,CELL
The Red Gnash Channels,00099D8F,OblivionRD007Cave01,CELL
The Sanctum,0002D940,Dark04Dungeon03,CELL
The Sanctum,00022282,ImperialDungeon03,CELL
The Scratch Paths,0005203D,OblivionRDCavesEnd02,CELL
The Scratch Paths,000A9854,OblivionRDCavesEnd04,CELL
The Scratch Paths,000AA1CC,OblivionRDCavesEnd06,CELL
The Sea Tub Clarabella,00094931,AnvilTheSeaTubClarabella,CELL
The Serpent's Wake,000308BD,AnvilTheSerpentsWake,CELL
The Sightless Grotto,00090665,DAPeryiteCave01,CELL
The Sightless Grotto,0007B866,DAPeryiteCaves01,CELL
The Sightless Grotto,0007B865,DAPeryiteCaves02,CELL
The Sleeping Mare,00094ECD,PellGateTheSleepingMare,CELL
The Smoke and Scorch,00016650,MQ14OblivionCaveInterior,CELL
The Sorrow Keep,0004C449,OblivionRD004CitadelLeft,CELL
The Sorrow Shrine,0004C448,OblivionRD004CitadelLeftLord,CELL
The South East Tunnel,0009622A,ImperialSewerSystemSE,CELL
The South West Tunnel,00096228,ImperialSewerSystemSW,CELL
The Temple of The Moth Halls,0009215F,TempleMothCatacombs,CELL
The Temple of the One,000153B8,ICTempleDistrictTempleOfTheOne,CELL
The Temple of the One,0004A252,ICTempleDistrictTempleOfTheOneMQ16,CELL
The Temple Sewers,00096226,ImperialSewerSystemTempleDistrict,CELL
The Testing Hall,000231AD,TestingHall,CELL
The Tiber Septim Hotel,0002AEEA,ICTalosPlazaTheTiberSeptimHotel,CELL
The Tiber Septim Hotel Basement,0003C3BF,ICTalosPlazaTheTiberSeptimHotelBasement,CELL
The Tiber Septim Hotel Lodgings,0003AD17,ICTalosPlazaTheTiberSeptimHotelUpstairs,CELL
The Tiber Septim Hotel Study,0003AD16,ICTalosPlazaTheTiberSeptimHotelTop,CELL
The Ulfgar Family's House,00091340,BleakersWayUlfgarFamilysHouse,CELL
The Waiting Room,000133A6,SEWaitingRoom,CELL
The Wastrel's Purse,00012D3F,SEPasswallTheWastrelsPurse,CELL
Thelas Ancestral Tomb,014803C2,ThelasSAncestralSTomb,CELL
Things Found,00012319,SENSThingsFound,CELL
Things Found Upper Floor,00012318,SENSThingsFoundUpstairs,CELL
Thiralas Ancestral Tomb,014803C3,ThiralasSAncestralSTomb,CELL
Thirsk,01480521,Thirsk,CELL
Three Brothers Trade Goods,0002C165,ICMarketDistrictThreeBrothersTradeGoods,CELL
Three Brothers Trade Goods Basement,00049E23,ICMarketDistrictThreeBrothersBasement,CELL
Three Brothers Trade Goods Private Quarters,0004B952,ICMarketDistrictThreeBrothersUpstairs,CELL
Three Sisters' Inn,0003053B,LeyawiinThreeSistersInn,CELL
Three Sister's Inn 2nd Floor East,000384F1,LeyawiinThreeSistersInnRoom02,CELL
Three Sister's Inn 2nd Floor West,000384F2,LeyawiinThreeSistersInnRoom01,CELL
Three Sister's Inn 3rd Floor East,00038FCF,LeyawiinThreesistersInnRoom04,CELL
Three Sister's Inn 3rd Floor West,00038FD0,LeyawiinThreesistersInnRoom03,CELL
Three Sisters' Inn Basement,0004EA5C,LeyawiinThreeSistersInnBasement,CELL
Tidewater Cave,0001498A,TidewaterCave,CELL
Timberscar Hollow,0002FE35,TimberscarHollow,CELL
Tin-Ahhe,014803C4,TinTAhhe,CELL
Toadstool Hollow,00014994,ToadstoolHollow,CELL
Toadstool Hollow Doubleback,00097032,ToadstoolHollow03,CELL
Toadstool Hollow Tunnels,00097033,ToadstoolHollow02,CELL
Todd's Test House,00000812,Toddtest,CELL
ToddTest,014803C5,mwToddTest,CELL
Tombs of the Undead,00016883,Mackamentain02,CELL
TonyTestCell,00054766,TonyTest,CELL
Torbal the Sufficient's House,0003156B,BrindleHome,CELL
Tornado,0004754A,OblivionRD002Tower03Right,CELL
Toutius Sextius' Basement,0002BA80,SkingradToutiusSextiusBasement,CELL
Toutius Sextius' House,00027D54,SkingradToutiusSextiusHouse,CELL
Tove the Unrestful's House,00012311,SENSTovetheUnrestfulsHouse,CELL
Tove the Unrestful's House Upstairs,00012310,SENSTovetheUnrestfulsHouseUpstairs,CELL
"Tower of Tel Fyr, Hall of Fyr",014803C6,TowerSofSTelSFyrVSHallSofSFyr,CELL
"Tower of Tel Fyr, Onyx Hall",014803C7,TowerSofSTelSFyrVSOnyxSHall,CELL
Trentius Family Mausoleum,000C8CB3,ICPalaceMausoleum,CELL
Trenus Duronius'  Private Quarters,0004EBF6,ICTempleDistrictTrenusDuroniusHouseUpstairs,CELL
Trenus Duronius' Basement,0004D854,ICTempleDistrictTrenusDuroniusBasement,CELL
Trenus Duronius' House,0002C191,ICTempleDistrictTrenusDuroniusHouse,CELL
Trespass Test Warehouse,0002A0AC,WarehouseTrespass,CELL
Trumbe,00016627,Trumbe,CELL
Tsalajma's House,00093CDF,BorderWatchTsalajmasHouse,CELL
Tsunami,00047549,OblivionRD002Tower01Right,CELL
Tukushapal,014803C8,Tukushapal,CELL
"Tukushapal, Sepulcher",014803C9,TukushapalVSSepulcher,CELL
Tureynulal,01480023,Tureynulal,CELL
"Tureynulal, Bladder of Clovis",014803CA,TureynulalVSBladderSofSClovis,CELL
"Tureynulal, Eye of Duggan",014803CB,TureynulalVSEyeSofSDuggan,CELL
"Tureynulal, Eye of Thom Wye",014803CC,TureynulalVSEyeSofSThomSWye,CELL
"Tureynulal, Kagrenac's Library",014803CD,TureynulalVSKagrenacAsSLibrary,CELL
"Tusenend, Shrine",014803CE,TusenendVSShrine,CELL
Two Sisters Lodge,00027D60,SkingradTwoSistersLodge,CELL
Two Sisters Lodge Cellar,0002E9A1,SkingradTwoSistersLodgeCellar,CELL
Two Sisters Lodge Upstairs,00028C91,SkingradTwoSistersLodgeUpstairs,CELL
"Ularradallaku, Shrine",014803CF,UlarradallakuVSShrine,CELL
Ulen Athram's Basement,0003C3BD,ICTalosPlazaUlenAthramsHouseBasement,CELL
Ulen Athram's House,0002C1A6,ICTalosPlazaUlenAthramsHouse,CELL
Ulen Athram's Private Quarters,0003D9A3,ICTalosPlazaUlenAthramsHouseUpstairs,CELL
Ulen Athram's Study,00032485,ICTalosPlazaUlenAthramsHouseTop,CELL
Ules Manor,014803D0,UlesSManor,CELL
"Ules Manor, Slave Shack",014803D1,UlesSManorVSSlaveSShack,CELL
"Ules Manor, Slavemaster's Shack",014803D2,UlesSManorVSSlavemasterAsSShack,CELL
Ulfgar Fog-Eye's House,000308D3,AnvilUlfgarFogEyesHouse,CELL
Ulummusa,014803D3,Ulummusa,CELL
Umbacano Manor,0002B19D,ICTalosPlazaUmbacanoManor,CELL
Umbacano's  Attic,00032483,ICTalosPlazaUmbacanoManorTop,CELL
Umbacano's Basement,0003C3BC,ICTalosPlazaUmbacanoManorBasement,CELL
Umbacano's Private Quarters,0002B438,ICTalosPlazaUmbacanoManorUpstairs,CELL
"Uncharted Shipwreck, Lower Level",014803D4,UnchartedSShipwreckVSLowerSLevel,CELL
"Unchartered Shipwreck, Cabin",014803D5,UncharteredSShipwreckVSCabin,CELL
"Unchartered Shipwreck, Upper Level",014803D6,UncharteredSShipwreckVSUpperSLevel,CELL
Undena Orethi's House,00027D4D,SkingradUndenaOrethisHouse,CELL
Underpall Cave,00014997,UnderpallCave,CELL
Underpall Keep,0003E231,UnderpallCave02,CELL
Underpall Keep - North Wing,0003E22D,UnderpallCave03,CELL
Underpall Keep - South Wing,0003E22B,UnderpallCave04,CELL
Underpall Reflecting Chamber,0003E22F,UnderpallCave05,CELL
Undertow Cavern,000149B9,UndertowCavern,CELL
Undertow Cavern Hold-Your-Breath,0003FA4D,UndertowCavern02,CELL
"Unexplored Shipwreck, Cabin",014803D7,UnexploredSShipwreckVSCabin,CELL
"Unexplored Shipwreck, Lower Level",014803D8,UnexploredSShipwreckVSLowerSLevel,CELL
"Unexplored Shipwreck, Upper Level",014803D9,UnexploredSShipwreckVSUpperSLevel,CELL
Ungolim's House,0002FF4D,BravilUngolimHouse,CELL
"Unknown Shipwreck, Cabin",014803DA,UnknownSShipwreckVSCabin,CELL
"Unknown Shipwreck, Lower Level",014803DB,UnknownSShipwreckVSLowerSLevel,CELL
"Unknown Shipwreck, Upper Level",014803DC,UnknownSShipwreckVSUpperSLevel,CELL
Unmarked Cave,00014991,UnmarkedCave01,CELL
Unmarked Cave Black Queen's Hall,0004D178,UnmarkedCave01c,CELL
Unmarked Cave Mazeway,0004D183,UnmarkedCave01b,CELL
"Unmarked Shipwreck, Lower Level",014803DD,UnmarkedSShipwreckVSLowerSLevel,CELL
"Unmarked Shipwreck, Upper Level",014803DE,UnmarkedSShipwreckVSUpperSLevel,CELL
Upper Class Clutter Warehouse,0001C5D6,WarehouseUpperClass,CELL
Urshilaku Camp,01480042,UrshilakuSCamp,CELL
"Urshilaku Camp, Ahasour's Yurt",014803DF,UrshilakuSCampVSAhasourAsSYurt,CELL
"Urshilaku Camp, Ashkhan's Yurt",014803E0,UrshilakuSCampVSAshkhanAsSYurt,CELL
"Urshilaku Camp, Kurapli's Yurt",014803E1,UrshilakuSCampVSKurapliAsSYurt,CELL
"Urshilaku Camp, Maeli's Yurt",014803E2,UrshilakuSCampVSMaeliAsSYurt,CELL
"Urshilaku Camp, Sakiran's Yurt",014803E3,UrshilakuSCampVSSakiranAsSYurt,CELL
"Urshilaku Camp, Shara's Yurt",014803E4,UrshilakuSCampVSSharaAsSYurt,CELL
"Urshilaku Camp, Shimsun's Yurt",014803E5,UrshilakuSCampVSShimsunAsSYurt,CELL
"Urshilaku Camp, Wise Woman's Yurt",014803E6,UrshilakuSCampVSWiseSWomanAsSYurt,CELL
"Urshilaku Camp, Zabamund's Yurt",014803E7,UrshilakuSCampVSZabamundAsSYurt,CELL
"Urshilaku Camp, Zanummu's Yurt",014803E8,UrshilakuSCampVSZanummuAsSYurt,CELL
"Urshilaku, Astral Burial",014803E9,UrshilakuVSAstralSBurial,CELL
"Urshilaku, Fragile Burial",014803EA,UrshilakuVSFragileSBurial,CELL
"Urshilaku, Juno Burial",014803EB,UrshilakuVSJunoSBurial,CELL
"Urshilaku, Kakuna Burial",014803EC,UrshilakuVSKakunaSBurial,CELL
"Urshilaku, Karma Burial",014803ED,UrshilakuVSKarmaSBurial,CELL
"Urshilaku, Kefka Burial",014803EE,UrshilakuVSKefkaSBurial,CELL
"Urshilaku, Laterus Burial",014803EF,UrshilakuVSLaterusSBurial,CELL
Urul gro-Agamph's House,00017475,SESplitDementiaUrulgroAgamphsHouse,CELL
Urul gro-Agamph's House,000158B7,SESplitManiaUrulgroAgamphsHouse,CELL
Usheeja's  Private Quarters,0003AD1A,ICTalosPlazaUsheejasHouseUpstairs,CELL
Usheeja's Basement,0003CEE4,ICTalosPlazaUsheejasHouseBasement,CELL
